player_id,team_id,name,position,date_of_birth,nationality
3317,62,Ashley Young,Defence,1985-07-09,England
5487,62,Ben Godfrey,Defence,1998-01-15,England
7829,62,Michael Keane,Defence,1993-01-11,England
7836,62,Séamus Coleman,Defence,1988-10-11,Ireland
16165,62,Vitalii Mykolenko,Defence,1999-05-29,Ukraine
114120,62,Jarrad Branthwaite,Defence,2002-06-27,England
138174,62,Nathan Patterson,Defence,2001-10-16,Scotland
3251,62,André Gomes,Midfield,1993-07-30,Portugal
3324,62,Dele Alli,Midfield,1996-04-11,England
3627,62,Idrissa Gana Guèye,Midfield,1989-09-26,Senegal
4220,62,Jack Harrison,Midfield,1996-11-20,England
8119,62,Abdoulaye Doucouré,Midfield,1993-01-01,Mali
11623,62,Dwight McNeil,Midfield,1999-11-22,England
101076,62,James Garner,Midfield,2001-03-13,England
114024,62,Amadou Onana,Midfield,2001-08-16,Belgium
157660,62,Tyler Onyango,Midfield,2003-03-04,England
172958,62,Lewis Dobbin,Midfield,2003-01-03,England
177380,62,Lewis Warrington,Midfield,2002-10-10,England
220673,62,Mackenzie Hunt,Midfield,2001-11-14,England
244820,62,Jenson Metcalfe,Midfield,2004-09-06,England
7839,62,Dominic Calvert-Lewin,Offence,1997-03-16,England
9870,62,Arnaut Danjuma,Offence,1997-01-31,Netherlands
125044,62,Beto,Offence,1998-01-31,Portugal
188082,62,Youssef Chermiti,Offence,2004-05-24,Portugal
2050,402,Thomas Strakosha,Goalkeeper,1995-03-19,Albania
4419,402,Ellery Balcombe,Goalkeeper,1999-10-15,England
9923,402,Mark Flekken,Goalkeeper,1993-06-13,Netherlands
144530,402,Hákon Rafn Valdimarsson,Goalkeeper,2001-10-13,Iceland
176806,402,Vincent Angelini,Goalkeeper,2003-09-12,Scotland
4334,402,Ethan Pinnock,Defence,1993-05-29,Jamaica
4426,402,Rico Henry,Defence,1997-07-08,England
15535,402,Mads Roerslev,Defence,1999-06-24,Denmark
16068,402,Kristoffer Ajer,Defence,1998-04-17,Norway
51116,402,Reguilón,Defence,1996-12-16,Spain
101111,402,Aaron Hickey,Defence,2002-01-01,Scotland
115642,402,Nathan Collins,Defence,2001-04-30,Ireland
167115,402,Ben Mee,Defence,1989-09-21,England
179731,402,Zanka,Defence,1990-04-23,Denmark
221783,402,Ji-soo Kim,Defence,2004-12-24,South Korea
245364,402,Benjamin Fredrick,Defence,2005-05-28,Nigeria
249409,402,Benjamin Arthur,Defence,2005-01-01,England
8626,402,Bryan Mbeumo,Midfield,1999-08-07,Cameroon
10000,402,Vitaly Janelt,Midfield,1998-05-10,Germany
10194,402,Mathias Jensen,Midfield,1996-01-01,Denmark
24102,402,Christian Nørgaard,Midfield,1994-03-10,Denmark
24210,402,Frank Onyeka,Midfield,1998-01-01,Nigeria
56666,402,Shandon Baptiste,Midfield,1998-04-08,Grenada
131892,402,Ethan Brierley,Midfield,2003-11-23,England
188818,402,Ryan Trevitt,Midfield,2003-03-12,England
204421,402,Yegor Yarmolyuk,Midfield,2004-03-01,Ukraine
214532,402,Yunus Konak,Midfield,2006-01-10,Turkey
612,402,Yoane Wissa,Offence,1996-09-03,DR Congo
4443,402,Neal Maupay,Offence,1996-08-14,France
5453,402,Ivan Toney,Offence,1996-03-16,England
7796,402,Josh Dasilva,Offence,1998-10-23,England
24238,402,Mikkel Damsgaard,Offence,2000-07-03,Denmark
101910,402,Keane Lewis-Potter,Offence,2001-02-22,England
123286,402,Kevin Schade,Offence,2001-11-27,Germany
179746,402,Saman Ghoddos,Offence,1993-09-06,Iran
229276,402,Valentin Adedokun,Offence,2003-02-14,Ireland
3643,351,Matz Sels,Goalkeeper,1992-02-26,Belgium
8137,351,Wayne Hennessey,Goalkeeper,1987-01-24,Wales
42871,351,Odisseas Vlachodimos,Goalkeeper,1994-04-26,Greece
76936,351,Matt Turner,Goalkeeper,1994-06-24,USA
3386,351,Ola Aina,Defence,1996-10-08,Nigeria
4086,351,Willy Boly,Defence,1991-02-03,Ivory Coast
4376,351,Harry Toffolo,Defence,1995-08-19,England
5435,351,Ryan Yates,Defence,1997-11-21,England
8723,351,Moussa Niakhaté,Defence,1996-03-08,France
11667,351,Gonzalo Montiel,Defence,1997-01-01,Argentina
80459,351,Nuno Tavares,Defence,2000-01-26,Portugal
133765,351,Neco Williams,Defence,2001-04-13,Wales
149920,351,Andrew Omobamidele,Defence,2002-06-23,Ireland
192637,351,Murillo,Defence,2002-07-04,Brazil
204483,351,Zach Abbott,Defence,2006-05-13,England
3618,351,Cheikhou Kouyaté,Midfield,1989-12-21,Senegal
4091,351,Morgan Gibbs-White,Midfield,2000-01-27,England
8244,351,Harry Arter,Midfield,1989-12-28,Ireland
8307,351,Ibrahim Sangaré,Midfield,1997-12-02,Ivory Coast
46346,351,Nicolás Domínguez,Midfield,1998-06-28,Argentina
149704,351,Danilo dos Santos de Oliveira,Midfield,2001-04-29,Brazil
166376,351,Anthony Elanga,Midfield,2002-04-27,Sweden
246096,351,Jamie McDonnell,Midfield,2004-02-16,Northern Ireland
3663,351,Divock Origi,Offence,1995-04-18,Belgium
7816,351,Callum Hudson-Odoi,Offence,2000-11-07,England
8057,351,Chris Wood,Offence,1991-12-07,New Zealand
9218,351,Taiwo Awoniyi,Offence,1997-08-12,Nigeria
136733,351,Gio Reyna,Offence,2002-11-13,USA
156959,351,Luis Felipe Monteiro,Offence,1989-05-16,Brazil
178772,351,Rodrigo Ribeiro,Offence,2005-04-28,Portugal
190928,351,Detlef Osong,Offence,2004-09-21,England
245459,351,Joe Gardner,Offence,2005-06-06,England
4328,389,Jack Walton,Goalkeeper,1998-04-23,England
5597,389,James Shea,Goalkeeper,1991-06-16,England
8258,389,Tim Krul,Goalkeeper,1988-04-03,Netherlands
8991,389,Thomas Kamiński,Goalkeeper,1992-10-23,Belgium
3928,389,Reece Burke,Defence,1996-09-02,England
4842,389,Amari'i Bell,Defence,1994-05-05,Jamaica
5123,389,Tom Lockyer,Defence,1994-12-03,Wales
5600,389,Daniel Potts,Defence,1994-04-13,England
24058,389,Mads Juel Andersen,Defence,1997-12-27,Denmark
46751,389,Gabriel Osho,Defence,1998-08-14,England
48834,389,Daiki Hashioka,Defence,1999-05-17,Japan
80781,389,Alfie Doughty,Defence,1999-12-21,England
123574,389,Issa Kaboré,Defence,2001-05-12,Burkina Faso
136352,389,Teden Mengi,Defence,2002-04-30,England
209101,389,Joseph Johnson,Defence,2001-04-14,England
250390,389,Christian Chigozie,Defence,2007-03-01,England
4378,389,Fred Onyedinma,Midfield,1996-11-24,Nigeria
4440,389,Chiedozie Ogbene,Midfield,1997-05-01,Ireland
5623,389,Luke Berry,Midfield,1992-07-12,England
7817,389,Ross Barkley,Midfield,1993-12-05,England
8157,389,Andros Townsend,Midfield,1991-07-16,England
8862,389,Albert Sambi Lokonga,Midfield,1999-10-22,Belgium
8885,389,Marvelous Nakamba,Midfield,1994-10-19,Zimbabwe
98483,389,Tahith Chong,Midfield,1999-12-04,Netherlands
170448,389,Pelly-Ruddock Mpanzu,Midfield,1994-03-22,DR Congo
177300,389,Elliot Thorpe,Midfield,2000-11-09,Wales
209111,389,Zack Nelson,Midfield,2005-04-21,England
209134,389,Axel Piesold,Midfield,2005-03-31,England
249541,389,Dominic Martins,Midfield,2005-10-13,Portugal
4413,389,Cauley Woodrow,Offence,1994-12-02,England
5483,389,Carlton Morris,Offence,1995-12-16,England
5552,389,Jacob Brown,Offence,1998-04-10,Scotland
6240,389,Jordan Clark,Offence,1993-09-22,England
58085,389,Elijah Adebayo,Offence,1998-01-07,England
220613,389,Taylan Harris,Offence,2005-10-30,England
37144,328,Lawrence Vigouroux,Goalkeeper,1993-11-19,Chile
81179,328,Arijanet Muric,Goalkeeper,1998-11-07,Kosovo
153874,328,James Trafford,Goalkeeper,2002-10-10,England
1239,328,Vitinho,Defence,1999-07-23,Brazil
6678,328,Louis Beyer,Defence,2000-05-19,Germany
8043,328,Charlie Taylor,Defence,1993-09-18,England
8845,328,Hannes Delcroix,Defence,1999-02-28,Belgium
25650,328,Dara O'Shea,Defence,1999-03-04,Ireland
31560,328,Hjalmar Ekdal,Defence,1998-10-21,Sweden
135485,328,Lorenz Assignon,Defence,2000-06-22,France
170857,328,Ameen Al Dakhil,Defence,2002-03-06,Belgium
175784,328,Maxime Estève,Defence,2002-05-26,France
3839,328,Jóhann Berg Guðmundsson,Midfield,1990-10-27,Iceland
4401,328,Josh Brownhill,Midfield,1995-12-19,England
8051,328,Jack Cork,Midfield,1989-06-25,England
8092,328,Nathan Redmond,Midfield,1994-03-06,England
8217,328,Josh Cullen,Midfield,1996-04-07,Ireland
8973,328,Sander Berge,Midfield,1998-02-14,Norway
8976,328,Benson Manuel,Midfield,1997-03-28,Belgium
9405,328,Jacob Bruun Larsen,Midfield,1998-09-19,Denmark
98953,328,Han-Noah Massengo,Midfield,2001-07-07,France
122313,328,Zeki Amdouni,Midfield,2000-12-04,Switzerland
172555,328,Aaron Ramsey,Midfield,2003-01-21,England
184999,328,Wilson Odobert,Midfield,2004-11-28,France
192680,328,Enock Agyei,Midfield,2005-01-13,Belgium
207566,328,Mike Trésor,Midfield,1999-05-28,Belgium
8032,328,Jay Rodriguez,Offence,1989-07-29,England
34760,328,Lyle Foster,Offence,2000-09-04,South Africa
160849,328,David Fofana,Offence,2002-12-22,Ivory Coast
4327,356,Adam Davies,Goalkeeper,1992-07-17,Wales
23699,356,Ivo Grbić,Goalkeeper,1996-01-18,Croatia
34907,356,Wesley Foderingham,Goalkeeper,1991-01-14,England
186507,356,Jordan Amissah,Goalkeeper,2001-08-02,Germany
4013,356,Jack Robinson,Defence,1993-09-01,England
4184,356,Jayden Bogle,Defence,2000-07-27,England
4295,356,Chris Basham,Defence,1988-07-20,England
4305,356,Rhys Norrington-Davies,Defence,1999-04-22,Wales
4313,356,George Baldock,Defence,1993-03-09,Greece
4425,356,John Egan,Defence,1992-10-20,Ireland
5469,356,Max Lowe,Defence,1997-05-11,England
7826,356,Mason Holgate,Defence,1996-10-22,England
25615,356,Anel Ahmedhodzic,Defence,1999-03-26,Bosnia-Herzegovina
77185,356,Auston Trusty,Defence,1998-08-12,USA
133766,356,Yasser Larouci,Defence,2001-01-01,France
184462,356,Sam Curtis,Defence,2005-12-01,Ireland
245341,356,Evan Easton,Defence,2005-01-14,Scotland
248774,356,Dovydas Sasnauskas,Defence,2007-01-01,Lithuania
3972,356,Oliver Norwood,Midfield,1991-04-12,Northern Ireland
7837,356,Tom Davies,Midfield,1998-06-30,England
9623,356,Gustavo Hamer,Midfield,1997-06-24,Netherlands
11296,356,Ben Osborn,Midfield,1994-08-05,England
115078,356,Vinícius Souza,Midfield,1999-06-17,Brazil
141826,356,Anis Ben Slimane,Midfield,2001-03-16,Tunisia
172956,356,James McAtee,Midfield,2002-10-18,England
178019,356,Ollie Arblaster,Midfield,2004-05-05,England
188408,356,Andre Brooks,Midfield,2003-08-20,England
210648,356,Sydie Peck,Midfield,2004-09-13,England
250929,356,Owen Hampson,Midfield,2004-11-17,England
4359,356,Oliver McBurnie,Offence,1996-06-04,Scotland
7877,356,Rhian Brewster,Offence,2000-04-01,England
11300,356,Ben Brereton,Offence,1999-04-18,Chile
128242,356,Cameron Archer,Offence,2001-07-21,England
169191,356,Daniel Jebbison,Offence,2003-07-11,England
169324,356,William Osula,Offence,2003-08-04,England
190938,356,Louie Marsh,Offence,2003-10-16,England
226992,356,Ryan Oné,Offence,2006-06-26,Scotland
247247,356,Billy Blacker,Offence,2006-05-25,England
7015,1,Matthias Köbbing,Goalkeeper,1997-05-28,Germany
9957,1,Marvin Schwäbe,Goalkeeper,1995-04-25,Germany
10016,1,Philipp Pentke,Goalkeeper,1985-05-01,Germany
184977,1,Jonas Nickisch,Goalkeeper,2004-05-21,Germany
186,1,Dominique Heintz,Defence,1993-08-15,Germany
309,1,Timo Hübers,Defence,1996-07-20,Germany
7748,1,Julian Chabot,Defence,1998-02-12,Germany
9539,1,Benno Schmitz,Defence,1994-11-17,Germany
10053,1,Leart Paqarada,Defence,1994-10-08,Kosovo
75707,1,Luca Kilian,Defence,1999-09-01,Germany
114759,1,Rasmus Carstensen,Defence,2000-10-11,Denmark
187998,1,Rijad Smajic,Defence,2004-05-02,Bosnia-Herzegovina
191221,1,Elias Bakatukanda,Defence,2004-04-13,Germany
214538,1,Max Finkgräfe,Defence,2004-03-27,Germany
327,1,Linton Maina,Midfield,1999-06-23,Germany
9453,1,Florian Kainz,Midfield,1992-10-24,Austria
10656,1,Dejan Ljubicic,Midfield,1997-10-08,Austria
58306,1,Florian Dietz,Midfield,1998-08-03,Germany
72537,1,Jacob Christensen,Midfield,2001-06-25,Denmark
150087,1,Denis Huseinbasic,Midfield,2001-07-03,Germany
152726,1,Eric Martel,Midfield,2002-04-29,Germany
319,1,Mark Uth,Offence,1991-08-24,Germany
6537,1,Gian-Luca Waldschmidt,Offence,1996-05-19,Germany
6570,1,Davie Selke,Offence,1995-01-20,Germany
10039,1,Sargis Adamyan,Offence,1993-05-23,Armenia
10561,1,Steffen Tigges,Offence,1998-07-31,Germany
128740,1,Faride Alidou,Offence,2001-07-18,Germany
137031,1,Jan Thielmann,Offence,2002-05-26,Germany
185185,1,Damion Downs,Offence,2004-07-06,Germany
191186,1,Justin Diehl,Offence,2004-11-27,Germany
316,2,Oliver Baumann,Goalkeeper,1990-06-02,Germany
75703,2,Luca Philipp,Goalkeeper,2000-11-28,Germany
169319,2,Nahuel Noll,Goalkeeper,2003-03-17,Germany
315,2,Kevin Akpoguma,Defence,1995-04-19,Nigeria
317,2,Pavel Kadeřábek,Defence,1992-04-25,Czech Republic
9417,2,John Brooks,Defence,1993-01-28,USA
30548,2,Ozan Kabak,Defence,2000-03-25,Turkey
136731,2,Melayro Bogarde,Defence,2002-05-28,Netherlands
146716,2,David Jurásek,Defence,2000-08-07,Czech Republic
150667,2,Marco John,Defence,2002-04-02,Germany
179901,2,Kasim Adams,Defence,1995-06-22,Ghana
203039,2,Stanley N'Soki,Defence,1999-04-09,France
213739,2,Tim Drexler,Defence,2005-03-06,Germany
326,2,Ihlas Bebou,Midfield,1994-04-23,Togo
399,2,Dennis Geiger,Midfield,1998-06-10,Germany
6836,2,Grischa Prömel,Midfield,1995-01-09,Germany
10195,2,Robert Skov,Midfield,1996-05-20,Denmark
65843,2,Anton Stach,Midfield,1998-11-15,Germany
116259,2,Finn Ole Becker,Midfield,2000-06-08,Germany
172574,2,Tom Bischof,Midfield,2005-06-28,Germany
177525,2,Bambase Conte,Midfield,2003-07-07,Germany
318,2,Andrej Kramarić,Offence,1991-06-19,Croatia
404,2,Florian Grillitsch,Offence,1995-08-07,Austria
7697,2,Wout Weghorst,Offence,1992-08-07,Netherlands
10724,2,Mërgim Berisha,Offence,1998-05-11,Germany
65441,2,Marius Bülter,Offence,1993-03-29,Germany
133903,2,Maximilian Beier,Offence,2002-10-17,Germany
248657,2,Max Moerstedt,Offence,2006-01-15,Germany
165,3,Niklas Lomb,Goalkeeper,1993-07-28,Germany
6696,3,Lukáš Hrádecký,Goalkeeper,1989-11-24,Finland
136350,3,Matej Kovar,Goalkeeper,2000-05-17,Czech Republic
149,3,Jonathan Tah,Defence,1996-02-11,Germany
8148,3,Timothy Fosu-Mensah,Defence,1998-01-02,Netherlands
16739,3,Alejandro Grimaldo,Defence,1995-09-20,Spain
64713,3,Edmond Tapsoba,Defence,1999-02-02,Burkina Faso
122188,3,Josip Stanišić,Defence,2000-04-02,Croatia
125674,3,Piero Hincapié,Defence,2002-01-09,Ecuador
182267,328,Luca Koleosho,Midfield,2004-09-15,USA
128954,3,Jeremie Frimpong,Defence,2000-12-10,Netherlands
157596,3,Noah Mbamba,Defence,2005-01-05,Belgium
167098,3,Odilon Kossounou,Defence,2001-01-04,Ivory Coast
178860,3,Arthur Augusto,Defence,2003-03-17,Brazil
215496,3,Reno Münz,Defence,2005-10-02,Germany
3477,3,Granit Xhaka,Midfield,1992-09-27,Switzerland
6681,3,Jonas Hofmann,Midfield,1992-07-14,Germany
11720,3,Exequiel Palacios,Midfield,1998-10-05,Argentina
19334,3,Florian Wirtz,Midfield,2003-05-03,Germany
45611,3,Robert Andrich,Midfield,1994-09-22,Germany
137047,3,Amine Adli,Midfield,2000-05-10,France
185188,3,Ayman Aourir,Midfield,2004-10-06,Germany
191421,3,Gustavo Puerta,Midfield,2003-07-23,Colombia
1826,3,Patrik Schick,Offence,1996-01-24,Czech Republic
32056,3,Borja Iglesias,Offence,1993-01-17,Spain
99042,3,Adam Hložek,Offence,2002-07-25,Czech Republic
130811,3,Victor Boniface,Offence,2000-12-23,Nigeria
144715,3,Nathan Tella,Offence,1999-07-05,England
244862,3,Ken Izekor,Offence,2007-05-24,Germany
245832,3,Francis Onyeka,Offence,2007-04-29,Germany
334,4,Gregor Kobel,Goalkeeper,1997-12-06,Switzerland
9389,4,Alexander Meyer,Goalkeeper,1991-04-13,Germany
151077,4,Marcel Lotka,Goalkeeper,2001-05-25,Poland
176268,4,Silas Ostrzinski,Goalkeeper,2003-11-19,Germany
350,4,Mats Hummels,Defence,1988-12-16,Germany
351,4,Niklas Süle,Defence,1995-09-03,Germany
6714,4,Marius Wolf,Defence,1995-05-27,Germany
8805,4,Ramy Bensebaini,Defence,1995-04-16,Algeria
44030,4,Julian Ryerson,Defence,1997-11-17,Norway
58521,4,Antonios Papadopoulos,Defence,1999-09-10,Germany
75539,4,Nico Schlotterbeck,Defence,1999-12-01,Germany
120984,4,Mateu Morey,Defence,2000-03-02,Spain
131120,4,Ian Maatsen,Defence,2002-03-10,Netherlands
177664,4,Guille Bueno,Defence,2002-09-18,Spain
138,4,Marco Reus,Midfield,1989-05-31,Germany
146,4,Jadon Sancho,Midfield,2000-03-25,England
201,4,Salih Özcan,Midfield,1998-01-11,Turkey
3183,4,Emre Can,Midfield,1994-01-12,Germany
101074,4,Felix Kalu Nmecha,Midfield,2000-10-10,Germany
161415,4,Abdoulaye Kamara,Midfield,2004-11-06,Guinea
179460,4,Jamie Bynoe-Gittens,Midfield,2004-08-08,England
246628,4,Kjell Wätjen,Midfield,2006-02-16,Germany
148,4,Julian Brandt,Offence,1996-05-02,Germany
304,4,Niclas Füllkrug,Offence,1993-02-09,Germany
6721,4,Sébastien Haller,Offence,1994-06-22,Ivory Coast
7457,4,Donyell Malen,Offence,1999-01-19,Netherlands
9551,4,Marcel Sabitzer,Offence,1994-03-17,Austria
82515,4,Karim Adeyemi,Offence,2002-01-18,Germany
142162,4,Ole Pohlmann,Offence,2001-04-05,Germany
150817,4,Youssoufa Moukoko,Offence,2004-11-20,Germany
192607,4,Samuel Bamba,Offence,2004-02-13,Germany
244696,4,Paris Brunner,Offence,2006-02-15,Germany
341,5,Manuel Neuer,Goalkeeper,1986-03-27,Germany
342,5,Sven Ulreich,Goalkeeper,1988-08-03,Germany
113105,5,Daniel Peretz,Goalkeeper,2000-07-10,Israel
202603,5,Tom Hülsmann,Goalkeeper,2004-04-11,Germany
212846,5,Max Schmitt,Goalkeeper,2006-01-18,Germany
359,5,Joshua Kimmich,Defence,1995-02-08,Germany
3246,5,Raphaël Guerreiro,Defence,1993-12-22,Portugal
3314,5,Eric Dier,Defence,1994-01-15,England
7549,5,Matthijs de Ligt,Defence,1999-08-12,Netherlands
7553,5,Noussair Mazraoui,Defence,1997-11-14,Morocco
8353,5,Bouna Sarr,Defence,1992-01-31,Senegal
9541,5,Dayot Upamecano,Defence,1998-10-27,France
21288,5,Alphonso Davies,Defence,2000-11-02,Canada
114915,5,Sacha Boey,Defence,2000-09-13,France
168299,5,Min-Jae Kim,Defence,1996-11-15,South Korea
212013,5,Tarek Buchmann,Defence,2005-02-28,Germany
212842,5,Matteo Vinlöf,Defence,2005-12-18,Sweden
246476,5,Adam Aznou,Defence,2006-06-02,Morocco
311,5,Serge Gnabry,Midfield,1995-07-14,Germany
360,5,Kingsley Coman,Midfield,1996-06-13,France
3181,5,Leon Goretzka,Midfield,1995-02-06,Germany
9549,5,Konrad Laimer,Midfield,1997-05-27,Austria
144393,5,Jamal Musiala,Midfield,2003-02-26,Germany
183635,5,Lovro Zvonarek,Midfield,2005-05-08,Croatia
183731,5,Luca Denk,Midfield,2003-03-02,Germany
202588,5,Noel Aseko Nkili,Midfield,2005-11-22,Germany
202665,5,Aleksandar Pavlović,Midfield,2004-05-03,Germany
202693,5,Max Scholze,Midfield,2005-04-30,Germany
246474,5,Jonathan Asp-Jensen,Midfield,2006-01-14,Denmark
370,5,Thomas Müller,Offence,1989-09-13,Germany
3184,5,Leroy Sané,Offence,1996-01-11,Germany
7963,5,Maxim Choupo-Moting,Offence,1989-03-23,Cameroon
8004,5,Harry Kane,Offence,1993-07-28,England
171977,5,Mathys Tel,Offence,2005-04-27,France
180104,5,Bryan Zaragoza,Offence,2001-04-25,Spain
6491,10,Alexander Nübel,Goalkeeper,1996-09-30,Germany
6603,10,Fabian Bredlow,Goalkeeper,1995-03-02,Germany
150050,10,Florian Schock,Goalkeeper,2001-05-22,Germany
206327,10,Dennis Seimen,Goalkeeper,2005-12-01,Germany
379,10,Waldemar Anton,Defence,1996-07-20,Germany
6483,10,Dan-Axel Zagadou,Defence,1999-06-03,France
6523,10,Josha Vagnoman,Defence,2000-12-11,Germany
6549,10,Maximilian Mittelstädt,Defence,1997-03-18,Germany
9487,10,Pascal Stenzel,Defence,1996-03-20,Germany
48657,10,Hiroki Ito,Defence,1999-05-12,Japan
111071,10,Leonidas Stergiou,Defence,2002-03-03,Switzerland
150751,10,Anthony Rouault,Defence,2001-05-29,France
212232,10,Moussa Cissé,Defence,2003-04-29,France
215574,10,Anrie Chase,Defence,2004-03-24,Japan
158,10,Mahmoud Dahoud,Midfield,1996-01-01,Syria
190,10,Nikolas Nartey,Midfield,2000-02-22,Denmark
206,10,Chris Führich,Midfield,1998-01-09,Germany
3280,10,Genki Haraguchi,Midfield,1991-05-09,Japan
6982,10,Roberto Massimo,Midfield,2000-10-12,Germany
7079,10,Atakan Karazor,Midfield,1996-10-13,Germany
123333,10,Jamie Leweling,Midfield,2001-02-26,Germany
128565,10,Angelo Stiller,Midfield,2001-04-04,Germany
136132,10,Lilian Egloff,Midfield,2002-08-20,Germany
147913,10,Enzo Millot,Midfield,2002-07-17,France
186092,10,Laurin Ulrich,Midfield,2005-01-31,Germany
193091,10,Raul Paula,Midfield,1976-06-26,Germany
213730,10,Samuele di Benedetto,Midfield,2005-07-16,Germany
218454,10,Luca Raimund,Midfield,2005-04-09,Germany
211,10,Sehrou Guirassy,Offence,1996-03-12,Guinea
6928,10,Deniz Undav,Offence,1996-07-19,Germany
72432,10,Jeong Wooyeong,Offence,1999-09-20,South Korea
178640,10,Silas Katompa Mvumpa,Offence,1998-10-06,DR Congo
3642,11,Koen Casteels,Goalkeeper,1992-06-25,Belgium
10700,11,Pavao Pervan,Goalkeeper,1987-11-13,Austria
66421,11,Niklas Klinger,Goalkeeper,1995-10-13,Germany
2188,11,Rogério,Defence,1998-01-13,Brazil
6634,11,Ridle Baku,Defence,1998-04-08,Germany
8847,11,Sebastiaan Bornauw,Defence,1999-03-22,Belgium
8975,11,Joakim Mæhle,Defence,1997-05-20,Denmark
30886,11,Cédric Zesiger,Defence,1998-06-24,Switzerland
82351,11,Maxence Lacroix,Defence,2000-04-06,France
121664,11,Kilian Fischer,Defence,2000-10-12,Germany
153289,11,Moritz Jenz,Defence,1999-04-30,Germany
180431,11,Anders Børset,Defence,2006-02-22,Norway
244694,11,Kofi Amoako,Defence,2005-05-06,Germany
9423,11,Maximilian Arnold,Midfield,1994-05-27,Germany
9426,11,Yannick Gerhardt,Midfield,1994-03-13,Germany
15354,11,Mattias Svanberg,Midfield,1999-01-05,Sweden
23214,11,Lovro Majer,Midfield,1998-01-17,Croatia
122340,11,Aster Vranckx,Midfield,2002-10-04,Belgium
124324,11,Patrick Wimmer,Midfield,2001-05-30,Austria
127401,11,Jakub Kamiński,Midfield,2002-06-05,Poland
140414,11,Kevin Paredes,Midfield,2003-05-07,USA
252858,11,Bennit Bröger,Midfield,2006-07-01,Germany
7005,11,Kevin Behrens,Offence,1991-02-03,Germany
7568,11,Václav Černý,Offence,1997-10-17,Czech Republic
7892,11,Lukas Nmecha,Offence,1998-12-14,Germany
16335,11,Jonas Wind,Offence,1999-02-07,Denmark
124473,11,Amin Sarr,Offence,2001-03-11,Sweden
145057,11,Tiago Tomás,Offence,2002-06-16,Portugal
184970,11,Dzenan Pejcinovic,Offence,2005-02-15,Germany
9438,12,Michael Zetterer,Goalkeeper,1995-07-12,Germany
9441,12,Jiří Pavlenka,Goalkeeper,1992-04-14,Czech Republic
202975,12,Dudu,Goalkeeper,1999-02-10,Germany
226969,12,Spyros Angelidis,Goalkeeper,2005-01-28,Greece
3437,12,Miloš Veljković,Defence,1995-09-26,Serbia
6555,12,Mitchell Weiser,Defence,1994-04-21,Germany
6557,12,Niklas Stark,Defence,1995-04-14,Germany
9447,12,Marco Friedl,Defence,1998-03-16,Austria
10559,12,Felix Agu,Defence,1999-09-27,Germany
24097,12,Anthony Jung,Defence,1991-11-03,Germany
58282,12,Cimo Röcker,Defence,1994-01-21,Germany
66095,12,Amos Pieper,Defence,1998-01-17,Germany
153870,12,Julián Malatini,Defence,2001-05-31,Argentina
199,12,Leonardo Bittencourt,Midfield,1993-12-19,Germany
2263,12,Dawid Kownacki,Midfield,1997-03-14,Poland
9547,12,Naby Keïta,Midfield,1995-02-10,Guinea
9765,12,Senne Lynen,Midfield,1999-02-19,Belgium
10549,12,Christian Groß,Midfield,1989-02-08,Germany
16346,12,Romano Schmid,Midfield,2000-01-27,Austria
23925,12,Jens Stage,Midfield,1996-11-08,Denmark
122949,12,Justin Njinmah,Midfield,2000-11-15,Germany
192455,12,Leon Opitz,Midfield,2005-04-11,Germany
209770,12,Jakob Löpping,Midfield,2003-06-20,Germany
226,12,Marvin Ducksch,Offence,1994-03-07,Germany
93320,12,Olivier Deman,Offence,2000-04-06,Belgium
133547,12,Nick Woltemade,Offence,2002-02-14,Germany
145276,12,Isak Hansen-Aarøen,Offence,2004-08-22,Norway
178648,12,Skelly Alvero,Offence,2002-05-04,France
244925,12,Kein Sato,Offence,2001-07-11,Japan
250347,12,Joel Imasuen,Offence,2004-10-27,USA
6616,15,Robin Zentner,Goalkeeper,1994-10-28,Germany
6985,15,Daniel Batz,Goalkeeper,1991-01-12,Germany
170064,15,Lasse Rieß,Goalkeeper,2001-07-27,Germany
2114,15,Silvan Widmer,Defence,1993-03-05,Switzerland
6576,15,Philipp Mwene,Defence,1994-01-29,Austria
6620,15,Stefan Bell,Defence,1991-08-24,Germany
6707,15,Danny da Costa,Defence,1993-07-13,Germany
7720,15,Sepp van den Berg,Defence,2001-12-20,Netherlands
8220,15,Edimilson Fernandes,Defence,1996-04-15,Switzerland
8785,15,Anthony Caci,Defence,1997-07-01,France
9994,15,Maxim Leitsch,Defence,1998-05-18,Germany
38394,15,Andreas Hanche-Olsen,Defence,1997-01-17,Norway
190422,15,Lasse Wilhelm,Defence,2003-03-20,Germany
248678,15,Maxim Dal,Defence,2006-01-26,Germany
152,15,Dominik Kohr,Midfield,1994-01-31,Germany
320,15,Nadiem Amiri,Midfield,1996-10-27,Germany
9424,15,Josuha Guilavogui,Midfield,1990-09-19,France
82403,15,Leandro Barreiro Martins,Midfield,2000-01-03,Luxembourg
99812,15,Tom Krauß,Midfield,2001-06-22,Germany
122717,15,David Mamutovic,Midfield,2000-12-05,Germany
150688,15,Matondo-Merveille Papela,Midfield,2001-01-18,Germany
177499,15,Eniss Shabani,Midfield,2003-05-29,Germany
179889,15,Jae-sung Lee,Midfield,1992-08-10,South Korea
213879,15,Tim Müller,Midfield,2004-09-23,Germany
